Bhat's Tooling Equipments,6,218,12.9833,77.5833,Industrials,Tools Service
Star Tools & Hardware,5,810,12.9833,77.5833,Business Service,Commercial & Industrial Equipment,Business Service
M.m gauges & tools,0,745,12.95642,77.60225,Automotive,Commercial & Industrial Equipment,Equipment Service & Supply,Automotive
