Banashankari Organics Food Shoppee,1,504,12.9833,77.5833,Food/Grocery,Fruit & Vegetable Store,Health Food Store
Hari Super Sandwich,126,384,12.9340195,77.5827986,Food/Grocery,Sandwich Shop,Grocery Store
Cafenation,219,38,12.93368,77.61587,Food/Grocery,Coffee Shop
Love Bites . Bangalore,94,570,12.9833,77.5833,Food/Grocery,Cupcake Shop,Candy Store,Bakery
Coffee Day Enterprises Limited,38,856,12.9697704,77.5944595,Food/Beverages,Coffee Shop,Cafe
butter side up,243,3321,12.921394604409,77.675894183323,Food/Grocery,Cupcake Shop,Bakery,Cooking Lesson
Homemade,27,383,12.89004186,77.59790031,Food/Grocery,Cupcake Shop
Butter & Love,65,588,12.8869,77.58373,Food/Grocery,Cupcake Shop,Bakery
Bake n Babble,89,1041,12.9309797,77.684761,Food/Grocery,Cupcake Shop,Bakery
Flavours24 Bangalore,216,492,12.934433715,77.616305045,Food/Grocery,Frozen Yogurt Shop,Restaurant
Temptations',33,1590,13.0306599,77.63517,Food/Grocery,Cupcake Shop
"Captain Cook Food Court, Whitefield",1,0,12.8493033,77.6730101,Local Business,Sandwich Shop
Food Court at VR Bengaluru Shopping Mall,8,2,12.99602500373,77.6953502619,Local Business,Food & Restaurant,Shopping Mall
Hotel Food Paradise,42,95,12.9898399,77.57281,Restaurant/Cafe,Restaurant
Bajji,4,64,12.9001,77.64873,Restaurant/Cafe,Fast Food Restaurant,Indian Restaurant,Take Out Restaurant
Beyond Bakes Bangalore,0,103,12.95254,77.65258,Food/Grocery,Cupcake Shop,Bakery,Tutoring
The French Loaf - Whitefield,2,39,12.983466580858,77.752186059952,Food/Beverages,Dessert Place,Bakery
GoingNuts Chocolates,5,1771,12.9869299,77.5398788,Food/Beverages,Food/Beverages
Owais mango traders,11,306,13.02214,77.54502,Food/Grocery,Grocery Store
Mambo Jambo,41,302,12.98344,77.75442,Restaurant/Cafe,Fast Food Restaurant
Baker's Bowl,2,422,12.9833,77.5833,Food/Grocery,Bakery,Cupcake Shop
Sugar Kisses,28,479,12.90921,77.64943,Food/Grocery,Cupcake Shop,Donuts & Bagels,Bakery
Justbake Kadugodi,1,238,13.00557,77.73291,Food/Grocery,Bakery
Cupalli cakeku,0,249,12.93725,77.62135,Food/Beverages,Dessert Place,Cupcake Shop
JustBake Kadubeesanhalli,4,179,12.942413392579,77.697501182556,Food/Grocery,Bakery
Ashel's Baking Heaven - The cake boutique,38,5171,12.96911,77.74264,Food/Grocery,Cupcake Shop,Bakery
Cuppy Cakes,4,855,12.92735,77.67185,Food/Grocery,Bakery,Cupcake Shop
Glen's Bakehouse,15756,2500,12.979083917754,77.640690352094,Food/Grocery,Bakery,Grocery Store
Zu's Doner Kebaps - Indiranagar,0,612,12.96273,77.64458,Restaurant/Cafe,Fast Food Restaurant,Turkish Restaurant,Halal Restaurant
Floured,746,3276,12.920788874266,77.550644874573,Food/Grocery,Cupcake Shop,Bakery
"Domino's, Vellore",3305,996,12.956099261899,79.137099957051,Local Business,Pizza Place
Hungry Hogs,430,5837,12.935438958208,77.621176242828,Restaurant/Cafe,Fast Food Restaurant,Diner,Hot Dog Joint
Ammaspastries,399,2191,13.02077856247,77.628602718514,Food/Grocery,Cupcake Shop,Bakery
KFC,2170,536,13.032080812179,77.570081645781,Local Business,Fast Food Restaurant
Tariero Artisan Roastery,9,3403,12.90921,77.64943,Food/Beverages,Specialty Grocery Store,Coffee Shop
"Yewolo, Your 24/7 Online Kitchen",1,397,13.03256,77.55884,Food/Beverages,Food & Beverage Service & Distribution
C # Kitchen,50,1019,12.975517099578,77.603075228988,Restaurant/Cafe,Fast Food Restaurant
PrettyMuffin,0,607,12.9356298,77.5133438,Food/Grocery,Cupcake Shop,Bakery
Mother Nature Organic Foods,0,823,12.91097,77.68392,Food/Grocery,Wholesale & Supply Store,Grocery Store,Health Food Restaurant
Organic Adda,2,1140,13.058241949905,77.59669303894,Food/Grocery,Specialty Grocery Store,Farmers Market
Sugar Doux,0,250,12.95646,77.6956787,Food/Grocery,Cupcake Shop,Bakery
Frosted Delights,7,1144,12.8507795,77.6599731,Food/Grocery,Cupcake Shop,Bakery
Cake Beka,8,401,12.94906349612,77.702972888947,Food/Grocery,Cupcake Shop,Bakery
Tango Sandwich King,40,412,12.99937,77.5411699,Food/Grocery,Sandwich Shop
Mummalicious,11,1625,12.9966497,77.6688919,Food/Beverages,Cupcake Shop,Bakery
Flying Squirrel Coffee,14,4255,12.99458792,77.58526285,Food/Beverages,Coffee Shop
Cakebarn,2,2143,12.999115,77.69413,Food/Grocery,Cupcake Shop
One Bite More,2,563,13.0369,77.59275,Food/Grocery,Cupcake Shop
Fairy Frosting,10,1132,12.9952297,77.5454102,Food/Grocery,Cupcake Shop,Bakery
HoppingPopping,0,557,12.93674,77.58004,Food/Grocery,Cupcake Shop
DELICIOUS,8,2071,12.920409116236,77.646148868969,Food/Grocery,Cupcake Shop
The Little Devil's Cake Shop,5,1640,12.9833,77.5833,Food/Grocery,Bakery,Cupcake Shop
Season of Sandwiches,7,650,12.9307804,77.6037064,Food/Grocery,Sandwich Shop
Iberryu,3,890,12.941496544731,77.621306901741,Food/Beverages,Frozen Yogurt Shop,Smoothie & Juice Bar,Health Food Store
Cake & Chocolate,3,743,12.9421301,77.5720978,Food/Grocery,Cupcake Shop
Zenoota,0,583,13.0027899,77.61649,Food/Beverages,Cupcake Shop
Meat O Fish,0,75,12.85201298545,77.608795166016,Food/Grocery,Butcher Shop
Mommy's Treats,0,250,13.00509,77.50501,Food/Grocery,Cupcake Shop
Fiveloaves,0,36,12.96643,77.58721,Food/Grocery,Cupcake Shop,Dessert Place
MeatBuds.com,1,3161,12.996613525006,77.617192393112,Food/Grocery,Butcher Shop
Chocotree Inc.,0,692,12.9833,77.5833,Food/Beverages,Gift Shop
Woods Berry Coffee,4,456,12.99374,77.57867,Food/Beverages,Coffee Shop,Food & Beverage Service & Distribution
Food of the Gods - The Chocolate Store,13,3692,12.9833,77.5833,Food/Beverages,Gift Shop,Food & Restaurant
Chocolati,14,698,12.95424,77.64837,Food/Beverages,Gift Shop,Place to Eat/Drink
Shopping City,25,116,12.93,77.5109,Small Business,Grocery Store,Shopping Mall
Ham shop,0,58,13.00233,77.61911,Food/Beverages,Food/Beverages
CoorgShoppe,0,1031,12.9833,77.5833,Food/Beverages,Ethnic Grocery Store
Food Cycle,0,0,12.94546,77.57389,Food/Grocery,Sandwich Shop,Food Stand,Health Food Store
Shadow FAST FOOD,2,68,12.9747,77.60789,Shopping/Retail,Shopping/Retail,Restaurant
