Chennai Rhinos - Celebrity Cricket League,335,21913,17.42598,78.41837,Club,Sports Club,Night Club
FIFA Champions League,1,771,12.98748,77.56917,Sports/Recreation/Activities,Sports & Recreation
Overseas League Club,15,2064,13.18755,77.64372,Travel/Leisure,Sports Club,Travel/Leisure,Spa
