Blue Brigade,0,361,12.9795103,77.5818481,Political Organization,Political Organization
AAP Mahadevapura,3,506,12.955806346361,77.715186079407,Political Organization,Political Organization
Bjp Party Office Malleshwaram,550,191,12.97162619,77.57711107,Local Business,Political Organization
Congress Party Office,695,253,12.988888658015,77.598884408345,Local Business,Political Organization
Crisistaan Janta Party,0,90,12.987998588117,77.580728530884,Political Organization,Political Organization
Indian national Student Force Political Pannel,3,525,12.90991,77.48345,Non-Profit Organization,Non-Profit Organization
