Desi seeds,1,5361,12.9833,77.5833,Farming/Agriculture,Urban Farm,Garden Center,Farmers Market
Produce My Content,0,788,12.9228296,77.5987473,Consulting/Business Service,Marketing Consultant,Email Marketing,Market Research Consultant
Produce@Linger,0,387,12.89991,77.6648699,Food/Grocery,Grocery Store
Agrofeast Produce India Pvt Ltd,1,81,12.9683,77.50132,Shopping/Retail,Department Store,Grocery Store,Fruit & Vegetable Store
Kukke's Farm Produce,0,70,12.92393,77.5935,Food/Grocery,Farmers Market
Fresh Produce - Just For Friends and Family,0,10,12.88988,77.60229,Food/Grocery,Grocery Store
My Ethnic Produce,0,0,13.02805,77.581,Food/Grocery,Specialty Grocery Store
Horticultural Producers' Cooperative Marketing and Processing Society,0,1,12.95,77.59,Landmark,Landmark,Home Improvement
